id,age,job,marital,education,default_status,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,outcome,target
575,54,services,married,secondary,no,193.00,no,no,unknown,6,may,179,1,-1,0,unknown,no
576,61,retired,married,secondary,no,195.00,yes,yes,unknown,6,may,179,1,-1,0,unknown,no
577,53,entrepreneur,married,secondary,no,288.00,no,no,unknown,6,may,69,1,-1,0,unknown,no
578,47,technician,married,secondary,no,19.00,yes,no,unknown,6,may,105,2,-1,0,unknown,no
579,53,blue-collar,married,primary,no,25.00,yes,no,unknown,6,may,266,3,-1,0,unknown,no
580,46,services,married,secondary,no,216.00,yes,no,unknown,6,may,524,2,-1,0,unknown,no
581,39,blue-collar,divorced,primary,no,190.00,yes,yes,unknown,6,may,96,2,-1,0,unknown,no
582,56,technician,divorced,secondary,no,99.00,yes,no,unknown,6,may,155,2,-1,0,unknown,no
583,55,services,divorced,primary,no,2298.00,yes,no,unknown,6,may,162,2,-1,0,unknown,no
584,44,management,married,tertiary,no,17.00,yes,no,unknown,6,may,352,2,-1,0,unknown,no
585,37,technician,married,primary,no,0.00,yes,no,unknown,6,may,76,4,-1,0,unknown,no
586,35,blue-collar,married,primary,no,0.00,yes,no,unknown,6,may,154,2,-1,0,unknown,no
587,55,blue-collar,married,secondary,no,840.00,yes,no,unknown,6,may,310,2,-1,0,unknown,no
588,37,services,married,secondary,no,358.00,yes,no,unknown,6,may,390,3,-1,0,unknown,no
589,30,technician,single,secondary,no,0.00,yes,no,unknown,6,may,369,1,-1,0,unknown,no
590,37,blue-collar,married,primary,no,-325.00,yes,yes,unknown,6,may,112,2,-1,0,unknown,no
591,36,technician,single,secondary,no,-15.00,yes,no,unknown,6,may,341,3,-1,0,unknown,no
592,38,technician,married,secondary,no,581.00,yes,no,unknown,6,may,79,1,-1,0,unknown,no
593,41,admin,divorced,primary,no,4070.00,yes,no,unknown,6,may,140,2,-1,0,unknown,no
594,48,retired,married,secondary,no,74.00,no,yes,unknown,6,may,315,1,-1,0,unknown,no
595,55,services,divorced,secondary,no,141.00,yes,no,unknown,6,may,262,2,-1,0,unknown,no
596,28,services,divorced,secondary,no,89.00,no,no,unknown,6,may,174,2,-1,0,unknown,no
597,54,services,married,secondary,yes,0.00,yes,no,unknown,6,may,138,3,-1,0,unknown,no
598,30,blue-collar,married,secondary,no,450.00,no,no,unknown,6,may,526,2,-1,0,unknown,no
599,48,technician,married,tertiary,no,310.00,no,no,unknown,6,may,135,1,-1,0,unknown,no
600,31,self-employed,married,secondary,no,0.00,yes,no,unknown,6,may,36,5,-1,0,unknown,no
601,38,blue-collar,married,secondary,no,384.00,yes,no,unknown,6,may,1906,3,-1,0,unknown,no
602,37,blue-collar,married,secondary,no,395.00,yes,no,unknown,6,may,219,2,-1,0,unknown,no
603,37,services,single,unknown,no,-118.00,yes,no,unknown,6,may,147,2,-1,0,unknown,no
604,56,blue-collar,married,primary,no,5.00,yes,yes,unknown,6,may,407,2,-1,0,unknown,no
605,51,blue-collar,married,secondary,no,50.00,yes,yes,unknown,6,may,121,1,-1,0,unknown,no
606,39,blue-collar,married,secondary,no,285.00,yes,yes,unknown,6,may,209,1,-1,0,unknown,no
607,49,technician,married,unknown,no,15.00,no,no,unknown,6,may,92,2,-1,0,unknown,no
608,51,blue-collar,married,primary,no,653.00,yes,yes,unknown,6,may,208,1,-1,0,unknown,no
609,43,self-employed,married,secondary,no,918.00,yes,no,unknown,6,may,193,1,-1,0,unknown,no
610,32,services,married,secondary,no,243.00,yes,yes,unknown,6,may,144,1,-1,0,unknown,no
611,29,technician,single,tertiary,no,405.00,yes,no,unknown,6,may,65,1,-1,0,unknown,no
612,48,management,divorced,tertiary,no,1328.00,yes,no,unknown,6,may,339,1,-1,0,unknown,no
613,55,services,married,primary,no,255.00,yes,no,unknown,6,may,285,1,-1,0,unknown,no
614,53,blue-collar,married,secondary,no,3397.00,yes,no,unknown,6,may,231,1,-1,0,unknown,no
615,47,technician,married,unknown,no,2106.00,yes,no,unknown,6,may,168,1,-1,0,unknown,no
616,39,management,married,tertiary,no,2877.00,yes,no,unknown,6,may,278,1,-1,0,unknown,no
617,31,blue-collar,single,tertiary,no,60.00,yes,yes,unknown,6,may,389,1,-1,0,unknown,no
618,39,blue-collar,married,primary,no,2226.00,yes,no,unknown,6,may,158,1,-1,0,unknown,no
619,40,blue-collar,married,primary,no,2880.00,yes,no,unknown,6,may,145,2,-1,0,unknown,no
620,40,technician,single,unknown,no,-5.00,yes,no,unknown,6,may,78,2,-1,0,unknown,no
621,48,technician,married,secondary,no,147.00,no,no,unknown,6,may,142,3,-1,0,unknown,no
622,33,technician,divorced,secondary,no,7.00,yes,yes,unknown,6,may,87,1,-1,0,unknown,no
623,40,technician,married,secondary,no,109.00,yes,no,unknown,6,may,147,2,-1,0,unknown,no
624,59,retired,married,primary,no,-119.00,yes,no,unknown,6,may,289,1,-1,0,unknown,no
625,30,technician,married,secondary,no,484.00,yes,no,unknown,6,may,703,1,-1,0,unknown,yes
626,31,management,single,tertiary,no,1852.00,yes,no,unknown,6,may,170,3,-1,0,unknown,no
627,35,unemployed,married,secondary,no,533.00,yes,no,unknown,6,may,802,1,-1,0,unknown,no
628,54,technician,divorced,secondary,no,21.00,yes,no,unknown,6,may,381,2,-1,0,unknown,no
629,34,admin,single,unknown,no,2434.00,yes,no,unknown,6,may,218,4,-1,0,unknown,no
630,32,technician,married,secondary,no,90.00,yes,yes,unknown,6,may,57,2,-1,0,unknown,no
631,56,admin,divorced,unknown,no,4246.00,yes,no,unknown,6,may,304,2,-1,0,unknown,no
632,32,admin,single,tertiary,no,395.00,yes,no,unknown,6,may,241,3,-1,0,unknown,no
633,42,blue-collar,married,primary,no,15.00,yes,no,unknown,6,may,230,1,-1,0,unknown,no
634,33,services,married,tertiary,no,85.00,no,no,unknown,6,may,262,3,-1,0,unknown,no
635,52,entrepreneur,married,tertiary,no,-184.00,yes,yes,unknown,6,may,392,2,-1,0,unknown,no
636,52,services,married,secondary,no,660.00,no,no,unknown,6,may,201,2,-1,0,unknown,no
637,52,blue-collar,divorced,primary,yes,-183.00,yes,no,unknown,6,may,145,1,-1,0,unknown,no
638,30,unemployed,divorced,secondary,no,1144.00,yes,no,unknown,6,may,252,1,-1,0,unknown,no
639,44,services,divorced,secondary,no,1.00,yes,no,unknown,6,may,235,4,-1,0,unknown,no
640,35,admin,married,secondary,no,69.00,yes,yes,unknown,6,may,235,2,-1,0,unknown,no
641,55,management,single,secondary,no,220.00,yes,no,unknown,6,may,328,2,-1,0,unknown,no
642,33,blue-collar,married,primary,no,332.00,yes,no,unknown,6,may,116,2,-1,0,unknown,no
643,37,blue-collar,single,secondary,no,240.00,yes,no,unknown,6,may,246,1,-1,0,unknown,no
644,42,technician,single,secondary,no,0.00,yes,no,unknown,6,may,293,1,-1,0,unknown,no
645,43,unemployed,married,secondary,no,0.00,yes,no,unknown,6,may,37,2,-1,0,unknown,no
646,38,entrepreneur,married,tertiary,no,898.00,yes,no,unknown,6,may,132,2,-1,0,unknown,no
647,37,technician,married,secondary,no,123.00,yes,yes,unknown,6,may,530,2,-1,0,unknown,no
648,31,student,single,secondary,no,252.00,yes,no,unknown,6,may,175,3,-1,0,unknown,no
649,41,management,married,tertiary,no,65.00,yes,no,unknown,6,may,524,2,-1,0,unknown,no
650,41,technician,married,secondary,no,-366.00,yes,yes,unknown,6,may,29,3,-1,0,unknown,no
651,29,student,single,secondary,no,209.00,yes,no,unknown,6,may,311,2,-1,0,unknown,no
652,38,admin,single,secondary,no,221.00,yes,no,unknown,6,may,211,2,-1,0,unknown,no
653,44,self-employed,divorced,tertiary,no,4.00,yes,no,unknown,6,may,312,3,-1,0,unknown,no
654,39,admin,married,secondary,no,104.00,yes,no,unknown,6,may,412,1,-1,0,unknown,no
655,28,technician,single,secondary,no,312.00,yes,no,unknown,6,may,392,1,-1,0,unknown,no
656,33,blue-collar,married,secondary,no,-349.00,yes,no,unknown,6,may,191,1,-1,0,unknown,no
657,41,services,married,unknown,no,4.00,no,no,unknown,6,may,284,2,-1,0,unknown,no
658,40,blue-collar,married,primary,no,-322.00,yes,yes,unknown,6,may,144,1,-1,0,unknown,no
659,29,admin,married,secondary,no,-150.00,yes,no,unknown,6,may,328,1,-1,0,unknown,no
660,38,management,married,unknown,no,1349.00,yes,no,unknown,6,may,100,1,-1,0,unknown,no
661,32,admin,married,tertiary,no,281.00,yes,no,unknown,6,may,226,1,-1,0,unknown,no
662,45,services,married,secondary,no,1259.00,yes,no,unknown,6,may,507,1,-1,0,unknown,no
663,33,admin,single,secondary,no,101.00,yes,no,unknown,6,may,392,1,-1,0,unknown,no
664,34,blue-collar,married,secondary,no,848.00,yes,no,unknown,6,may,684,2,-1,0,unknown,no
665,41,entrepreneur,married,unknown,no,89.00,yes,no,unknown,6,may,333,2,-1,0,unknown,no
666,41,blue-collar,married,secondary,no,140.00,yes,no,unknown,6,may,311,3,-1,0,unknown,no
667,35,admin,single,secondary,no,148.00,yes,no,unknown,6,may,128,2,-1,0,unknown,no
668,40,technician,single,secondary,no,200.00,yes,no,unknown,6,may,322,2,-1,0,unknown,no
669,60,self-employed,married,primary,no,46.00,yes,no,unknown,6,may,202,4,-1,0,unknown,no
670,47,services,divorced,secondary,no,201.00,yes,no,unknown,6,may,92,2,-1,0,unknown,no
671,46,blue-collar,married,primary,no,530.00,yes,no,unknown,6,may,739,3,-1,0,unknown,no
672,31,blue-collar,single,secondary,no,0.00,yes,no,unknown,6,may,273,2,-1,0,unknown,no
673,49,self-employed,married,secondary,no,1.00,yes,no,unknown,6,may,260,3,-1,0,unknown,no
674,29,blue-collar,married,secondary,no,43.00,yes,no,unknown,6,may,268,2,-1,0,unknown,no
675,31,management,single,tertiary,no,-173.00,yes,no,unknown,6,may,396,2,-1,0,unknown,no
676,38,management,married,tertiary,no,389.00,yes,no,unknown,6,may,262,1,-1,0,unknown,no
677,37,blue-collar,married,primary,no,215.00,yes,yes,unknown,6,may,308,3,-1,0,unknown,no
678,35,technician,married,secondary,no,-131.00,yes,no,unknown,6,may,467,2,-1,0,unknown,no
679,31,management,single,secondary,no,783.00,yes,no,unknown,6,may,320,1,-1,0,unknown,no
680,41,admin,married,secondary,no,0.00,yes,no,unknown,6,may,160,3,-1,0,unknown,no
681,46,services,married,unknown,no,80.00,yes,no,unknown,6,may,245,2,-1,0,unknown,no
682,40,services,divorced,secondary,no,105.00,yes,no,unknown,6,may,189,2,-1,0,unknown,no
683,29,admin,married,secondary,no,182.00,yes,yes,unknown,6,may,477,1,-1,0,unknown,no
684,49,admin,married,secondary,no,82.00,yes,no,unknown,6,may,310,1,-1,0,unknown,no
685,42,management,married,tertiary,no,0.00,yes,no,unknown,6,may,65,3,-1,0,unknown,no
686,54,services,married,secondary,no,510.00,yes,no,unknown,6,may,196,2,-1,0,unknown,no
687,40,management,single,tertiary,no,242.00,yes,no,unknown,6,may,221,2,-1,0,unknown,no
688,53,admin,married,secondary,no,244.00,yes,yes,unknown,6,may,197,2,-1,0,unknown,no
689,49,management,married,tertiary,no,92.00,yes,no,unknown,6,may,221,2,-1,0,unknown,no
690,40,blue-collar,married,primary,yes,0.00,yes,no,unknown,6,may,64,2,-1,0,unknown,no
691,29,student,single,secondary,no,948.00,yes,no,unknown,6,may,75,2,-1,0,unknown,no
692,36,blue-collar,married,primary,no,23.00,yes,no,unknown,6,may,400,2,-1,0,unknown,no
693,37,technician,married,secondary,no,710.00,yes,no,unknown,6,may,378,3,-1,0,unknown,no
694,39,services,married,secondary,no,1205.00,yes,no,unknown,6,may,118,2,-1,0,unknown,no
695,36,technician,married,secondary,no,368.00,yes,yes,unknown,6,may,1597,2,-1,0,unknown,yes
696,44,entrepreneur,married,tertiary,no,1631.00,yes,no,unknown,6,may,346,2,-1,0,unknown,no
697,40,admin,married,secondary,no,6.00,yes,no,unknown,6,may,60,3,-1,0,unknown,no
698,49,blue-collar,married,secondary,no,26.00,yes,no,unknown,6,may,276,2,-1,0,unknown,no
699,30,technician,single,unknown,no,-48.00,yes,no,unknown,6,may,152,2,-1,0,unknown,no
700,57,management,married,tertiary,no,2142.00,yes,no,unknown,6,may,251,3,-1,0,unknown,no
701,24,services,single,secondary,no,77.00,yes,yes,unknown,6,may,390,2,-1,0,unknown,no
702,46,blue-collar,married,unknown,no,401.00,yes,no,unknown,6,may,306,2,-1,0,unknown,no
703,33,admin,married,secondary,no,21.00,no,no,unknown,6,may,189,3,-1,0,unknown,no
704,43,services,divorced,secondary,no,0.00,yes,no,unknown,6,may,125,2,-1,0,unknown,no
705,43,admin,single,secondary,no,-497.00,yes,no,unknown,6,may,234,2,-1,0,unknown,no
706,40,blue-collar,divorced,primary,no,369.00,no,no,unknown,6,may,79,2,-1,0,unknown,no
707,44,technician,single,unknown,no,78.00,yes,no,unknown,6,may,13,6,-1,0,unknown,no
708,35,technician,single,tertiary,no,226.00,yes,yes,unknown,6,may,283,3,-1,0,unknown,no
709,47,technician,married,secondary,no,503.00,yes,no,unknown,6,may,109,2,-1,0,unknown,no
710,33,blue-collar,married,secondary,no,372.00,yes,no,unknown,6,may,132,2,-1,0,unknown,no
711,31,admin,married,secondary,no,0.00,yes,yes,unknown,6,may,144,2,-1,0,unknown,no
712,40,blue-collar,divorced,secondary,no,0.00,yes,no,unknown,6,may,121,2,-1,0,unknown,no
713,36,entrepreneur,married,tertiary,no,125.00,yes,no,unknown,6,may,95,3,-1,0,unknown,no
714,56,retired,divorced,primary,no,4.00,yes,no,unknown,6,may,31,3,-1,0,unknown,no
715,40,admin,single,unknown,no,419.00,yes,no,unknown,6,may,112,3,-1,0,unknown,no
716,41,admin,divorced,secondary,no,322.00,yes,no,unknown,6,may,87,4,-1,0,unknown,no
717,53,retired,married,secondary,no,303.00,yes,no,unknown,6,may,593,2,-1,0,unknown,no
718,39,blue-collar,married,secondary,no,607.00,yes,no,unknown,6,may,99,2,-1,0,unknown,no
719,44,blue-collar,divorced,secondary,no,579.00,yes,no,unknown,6,may,198,2,-1,0,unknown,no
720,38,admin,married,secondary,no,3047.00,yes,no,unknown,6,may,285,2,-1,0,unknown,no
721,54,technician,divorced,secondary,no,83.00,yes,no,unknown,6,may,190,3,-1,0,unknown,no
722,58,management,married,tertiary,no,68.00,yes,no,unknown,6,may,172,5,-1,0,unknown,no
723,52,blue-collar,married,primary,no,58.00,yes,no,unknown,6,may,213,3,-1,0,unknown,no
724,28,admin,single,secondary,no,251.00,yes,no,unknown,6,may,178,2,-1,0,unknown,no
725,36,blue-collar,married,secondary,no,688.00,yes,no,unknown,6,may,174,2,-1,0,unknown,no
726,60,retired,married,primary,no,364.00,yes,no,unknown,6,may,631,2,-1,0,unknown,no
727,42,services,divorced,secondary,no,55.00,yes,no,unknown,6,may,176,5,-1,0,unknown,no
728,42,admin,married,secondary,no,101.00,yes,no,unknown,6,may,32,3,-1,0,unknown,no
729,44,management,married,tertiary,no,105.00,yes,no,unknown,6,may,1529,2,-1,0,unknown,no
730,51,blue-collar,divorced,primary,no,325.00,yes,no,unknown,6,may,254,2,-1,0,unknown,no
731,49,blue-collar,married,primary,no,198.00,yes,no,unknown,6,may,200,2,-1,0,unknown,no
732,47,entrepreneur,married,unknown,no,209.00,yes,no,unknown,6,may,135,2,-1,0,unknown,no
733,37,blue-collar,married,secondary,no,183.00,yes,no,unknown,6,may,112,4,-1,0,unknown,no
734,34,management,married,tertiary,no,105.00,yes,no,unknown,6,may,314,3,-1,0,unknown,no
735,35,services,married,secondary,no,109.00,yes,no,unknown,6,may,597,3,-1,0,unknown,no
736,35,blue-collar,single,secondary,no,376.00,yes,yes,unknown,6,may,207,3,-1,0,unknown,no
737,40,blue-collar,married,primary,no,-7.00,yes,no,unknown,6,may,410,2,-1,0,unknown,no
738,55,technician,married,secondary,no,0.00,no,no,unknown,6,may,160,3,-1,0,unknown,no
739,55,retired,married,secondary,no,143.00,yes,no,unknown,6,may,42,3,-1,0,unknown,no
740,35,management,single,tertiary,no,550.00,yes,no,unknown,6,may,55,2,-1,0,unknown,no
741,57,blue-collar,married,primary,no,162.00,yes,no,unknown,6,may,155,2,-1,0,unknown,no
742,53,management,married,tertiary,no,115.00,yes,no,unknown,6,may,336,3,-1,0,unknown,no
743,41,blue-collar,married,primary,no,512.00,yes,no,unknown,6,may,233,2,-1,0,unknown,no
744,57,blue-collar,married,unknown,no,807.00,yes,no,unknown,6,may,211,2,-1,0,unknown,no
745,45,blue-collar,married,unknown,no,248.00,yes,no,unknown,6,may,88,5,-1,0,unknown,no
746,43,blue-collar,married,primary,no,1211.00,yes,no,unknown,6,may,208,3,-1,0,unknown,no
747,56,self-employed,married,unknown,no,7.00,no,no,unknown,6,may,305,2,-1,0,unknown,no
748,31,entrepreneur,married,tertiary,no,281.00,yes,no,unknown,6,may,206,2,-1,0,unknown,no
749,37,blue-collar,single,secondary,no,88.00,yes,no,unknown,6,may,128,2,-1,0,unknown,no
750,30,management,married,tertiary,no,32.00,yes,no,unknown,6,may,122,3,-1,0,unknown,no
751,30,admin,single,secondary,no,115.00,yes,no,unknown,6,may,66,3,-1,0,unknown,no
752,54,blue-collar,married,secondary,no,254.00,yes,no,unknown,6,may,66,2,-1,0,unknown,no
753,36,management,married,tertiary,no,144.00,yes,no,unknown,6,may,164,2,-1,0,unknown,no
754,55,unemployed,married,tertiary,no,383.00,no,no,unknown,6,may,343,3,-1,0,unknown,no
755,37,admin,single,secondary,no,569.00,yes,yes,unknown,6,may,126,2,-1,0,unknown,no
756,38,housemaid,married,secondary,no,0.00,yes,no,unknown,6,may,59,3,-1,0,unknown,no
757,48,admin,married,secondary,no,3754.00,yes,no,unknown,6,may,249,3,-1,0,unknown,no
758,55,housemaid,divorced,tertiary,no,6920.00,yes,no,unknown,6,may,406,3,-1,0,unknown,no
759,59,services,married,secondary,no,307.00,yes,yes,unknown,6,may,250,7,-1,0,unknown,no
760,37,technician,married,secondary,no,-421.00,yes,no,unknown,6,may,183,5,-1,0,unknown,no
761,33,blue-collar,divorced,secondary,no,60.00,no,no,unknown,6,may,190,3,-1,0,unknown,no
762,44,blue-collar,married,primary,no,67.00,yes,no,unknown,6,may,220,2,-1,0,unknown,no
763,57,technician,married,secondary,no,402.00,yes,no,unknown,6,may,153,3,-1,0,unknown,no
764,30,self-employed,single,tertiary,no,800.00,no,no,unknown,6,may,95,2,-1,0,unknown,no
765,42,technician,married,tertiary,no,239.00,yes,yes,unknown,6,may,191,3,-1,0,unknown,no
766,51,blue-collar,divorced,secondary,no,421.00,yes,no,unknown,6,may,216,2,-1,0,unknown,no
767,44,admin,divorced,secondary,no,161.00,yes,no,unknown,7,may,89,2,-1,0,unknown,no
768,46,technician,married,secondary,yes,289.00,no,no,unknown,7,may,51,3,-1,0,unknown,no
769,29,student,single,secondary,no,110.00,yes,no,unknown,7,may,169,3,-1,0,unknown,no
770,39,blue-collar,married,primary,no,245.00,yes,no,unknown,7,may,148,3,-1,0,unknown,no
771,42,services,married,secondary,no,0.00,yes,no,unknown,7,may,132,3,-1,0,unknown,no
772,50,blue-collar,married,primary,no,156.00,yes,no,unknown,7,may,117,3,-1,0,unknown,no
773,42,technician,single,secondary,no,0.00,yes,no,unknown,7,may,275,4,-1,0,unknown,no
774,39,admin,married,secondary,no,20.00,yes,no,unknown,7,may,124,2,-1,0,unknown,no
775,55,technician,single,tertiary,no,92.00,yes,no,unknown,7,may,118,3,-1,0,unknown,no
776,46,services,married,secondary,no,89.00,yes,no,unknown,7,may,479,2,-1,0,unknown,no
777,42,blue-collar,married,secondary,no,166.00,yes,no,unknown,7,may,285,3,-1,0,unknown,no
778,45,management,married,tertiary,no,103.00,yes,no,unknown,7,may,35,4,-1,0,unknown,no
779,43,blue-collar,married,primary,no,-454.00,yes,no,unknown,7,may,322,2,-1,0,unknown,no
780,42,admin,married,secondary,no,445.00,yes,no,unknown,7,may,202,2,-1,0,unknown,no
781,30,admin,married,secondary,no,4.00,no,no,unknown,7,may,172,8,-1,0,unknown,no
782,47,blue-collar,married,secondary,no,1001.00,yes,no,unknown,7,may,201,4,-1,0,unknown,no
783,51,services,divorced,secondary,no,-69.00,yes,no,unknown,7,may,216,3,-1,0,unknown,no
784,38,technician,single,secondary,no,42.00,yes,no,unknown,7,may,195,2,-1,0,unknown,no
785,57,technician,married,unknown,no,1617.00,yes,no,unknown,7,may,96,2,-1,0,unknown,no
786,42,management,divorced,tertiary,no,221.00,yes,no,unknown,7,may,720,2,-1,0,unknown,no
787,32,technician,divorced,secondary,no,210.00,yes,yes,unknown,7,may,188,2,-1,0,unknown,no
788,46,management,married,tertiary,no,0.00,no,no,unknown,7,may,70,2,-1,0,unknown,no
789,29,student,single,tertiary,no,185.00,yes,no,unknown,7,may,141,3,-1,0,unknown,no
790,59,retired,married,secondary,no,836.00,yes,no,unknown,7,may,106,1,-1,0,unknown,no
791,32,blue-collar,single,secondary,no,301.00,yes,no,unknown,7,may,395,2,-1,0,unknown,no
792,44,blue-collar,married,primary,no,503.00,yes,no,unknown,7,may,629,2,-1,0,unknown,no
793,40,retired,married,primary,no,407.00,yes,no,unknown,7,may,502,1,-1,0,unknown,no
794,31,blue-collar,single,secondary,no,53.00,yes,no,unknown,7,may,446,1,-1,0,unknown,no
795,46,self-employed,married,tertiary,no,2303.00,yes,no,unknown,7,may,241,1,-1,0,unknown,no
796,43,management,married,tertiary,no,144.00,yes,no,unknown,7,may,131,3,-1,0,unknown,no
797,34,services,married,secondary,no,205.00,yes,no,unknown,7,may,312,1,-1,0,unknown,no
798,39,management,married,tertiary,no,305.00,yes,no,unknown,7,may,275,6,-1,0,unknown,no
799,30,blue-collar,divorced,secondary,no,251.00,yes,yes,unknown,7,may,120,2,-1,0,unknown,no
800,56,retired,married,secondary,no,0.00,yes,no,unknown,7,may,333,4,-1,0,unknown,no
801,29,technician,married,secondary,no,8.00,no,no,unknown,7,may,113,1,-1,0,unknown,no
802,40,blue-collar,divorced,secondary,no,139.00,yes,no,unknown,7,may,91,1,-1,0,unknown,no
803,36,services,married,secondary,no,184.00,yes,no,unknown,7,may,128,3,-1,0,unknown,no
804,37,blue-collar,single,secondary,no,238.00,yes,no,unknown,7,may,200,2,-1,0,unknown,no
805,35,admin,married,secondary,no,0.00,no,no,unknown,7,may,326,1,-1,0,unknown,no
806,35,blue-collar,married,primary,yes,0.00,yes,no,unknown,7,may,292,1,-1,0,unknown,no
807,47,services,married,primary,no,222.00,yes,no,unknown,7,may,68,1,-1,0,unknown,no
808,31,services,married,secondary,no,414.00,yes,no,unknown,7,may,215,1,-1,0,unknown,no
809,56,retired,single,primary,no,223.00,yes,no,unknown,7,may,97,1,-1,0,unknown,no
810,57,technician,married,secondary,no,197.00,no,no,unknown,7,may,32,1,-1,0,unknown,no
811,36,blue-collar,married,secondary,no,-251.00,yes,no,unknown,7,may,162,1,-1,0,unknown,no
812,45,self-employed,divorced,secondary,no,-139.00,yes,no,unknown,7,may,152,3,-1,0,unknown,no
813,47,blue-collar,married,unknown,no,733.00,yes,no,unknown,7,may,268,1,-1,0,unknown,no
814,29,technician,single,tertiary,no,0.00,yes,no,unknown,7,may,104,2,-1,0,unknown,no
815,57,services,married,secondary,no,1.00,no,no,unknown,7,may,852,1,-1,0,unknown,no
816,45,blue-collar,married,primary,no,97.00,yes,no,unknown,7,may,923,3,-1,0,unknown,no
817,31,blue-collar,single,primary,no,435.00,yes,no,unknown,7,may,159,2,-1,0,unknown,no
818,31,management,divorced,tertiary,no,0.00,yes,no,unknown,7,may,953,3,-1,0,unknown,no
819,37,technician,single,tertiary,no,147.00,no,no,unknown,7,may,416,2,-1,0,unknown,no
820,30,technician,single,tertiary,no,3.00,yes,no,unknown,7,may,174,1,-1,0,unknown,no
821,58,services,divorced,secondary,no,1109.00,yes,yes,unknown,7,may,180,1,-1,0,unknown,no
822,33,services,married,secondary,no,404.00,yes,no,unknown,7,may,139,1,-1,0,unknown,no
823,39,blue-collar,married,primary,no,981.00,yes,no,unknown,7,may,294,1,-1,0,unknown,no
824,33,blue-collar,single,primary,no,95.00,yes,no,unknown,7,may,102,1,-1,0,unknown,no
825,34,services,married,secondary,no,302.00,yes,no,unknown,7,may,124,1,-1,0,unknown,no
826,36,services,divorced,secondary,no,-290.00,yes,yes,unknown,7,may,128,1,-1,0,unknown,no
827,37,services,single,secondary,no,259.00,yes,no,unknown,7,may,130,1,-1,0,unknown,no
828,35,blue-collar,married,secondary,no,527.00,yes,yes,unknown,7,may,143,1,-1,0,unknown,no
829,55,retired,married,secondary,no,102.00,yes,no,unknown,7,may,74,1,-1,0,unknown,no
830,34,management,single,tertiary,no,872.00,yes,no,unknown,7,may,105,2,-1,0,unknown,no
831,40,management,divorced,tertiary,no,490.00,yes,no,unknown,7,may,477,2,-1,0,unknown,no
832,42,blue-collar,single,primary,no,19.00,yes,no,unknown,7,may,158,1,-1,0,unknown,no
833,37,blue-collar,married,secondary,no,16.00,yes,no,unknown,7,may,250,1,-1,0,unknown,no
834,42,management,married,tertiary,no,386.00,yes,no,unknown,7,may,168,1,-1,0,unknown,no
835,35,technician,single,secondary,no,539.00,yes,no,unknown,7,may,520,1,-1,0,unknown,no
836,44,technician,divorced,secondary,no,-329.00,yes,no,unknown,7,may,171,1,-1,0,unknown,no
837,30,services,single,secondary,no,-174.00,yes,no,unknown,7,may,113,1,-1,0,unknown,no
838,45,entrepreneur,married,secondary,no,68.00,yes,no,unknown,7,may,254,1,-1,0,unknown,no
839,35,blue-collar,single,unknown,yes,-532.00,yes,no,unknown,7,may,149,1,-1,0,unknown,no
840,36,admin,divorced,secondary,no,0.00,yes,no,unknown,7,may,133,2,-1,0,unknown,no
841,49,blue-collar,married,secondary,no,64.00,yes,no,unknown,7,may,293,3,-1,0,unknown,no
842,31,blue-collar,single,secondary,no,1415.00,yes,no,unknown,7,may,485,1,-1,0,unknown,no
843,31,technician,single,secondary,no,147.00,yes,no,unknown,7,may,374,1,-1,0,unknown,no
844,39,blue-collar,married,secondary,no,72.00,yes,no,unknown,7,may,425,6,-1,0,unknown,no
845,37,services,single,secondary,no,-196.00,yes,no,unknown,7,may,207,1,-1,0,unknown,no
846,33,blue-collar,married,primary,no,716.00,yes,no,unknown,7,may,83,3,-1,0,unknown,no
847,37,management,married,tertiary,no,0.00,yes,no,unknown,7,may,228,1,-1,0,unknown,no
848,42,services,married,secondary,no,-246.00,yes,no,unknown,7,may,149,1,-1,0,unknown,no
849,56,blue-collar,married,secondary,no,-203.00,yes,no,unknown,7,may,139,1,-1,0,unknown,no
850,37,admin,single,secondary,no,245.00,yes,yes,unknown,7,may,732,2,-1,0,unknown,yes
851,36,services,single,secondary,no,342.00,yes,no,unknown,7,may,142,1,-1,0,unknown,no
852,29,technician,single,tertiary,no,3.00,yes,no,unknown,7,may,359,1,-1,0,unknown,no
853,54,management,married,tertiary,yes,-248.00,yes,yes,unknown,7,may,112,1,-1,0,unknown,no
854,38,blue-collar,married,secondary,no,376.00,yes,no,unknown,7,may,1521,1,-1,0,unknown,no
855,43,blue-collar,divorced,secondary,no,370.00,yes,no,unknown,7,may,216,1,-1,0,unknown,no
856,47,admin,single,secondary,no,594.00,yes,no,unknown,7,may,161,1,-1,0,unknown,no
857,47,blue-collar,married,secondary,no,387.00,yes,no,unknown,7,may,122,2,-1,0,unknown,no
858,38,services,married,secondary,no,208.00,yes,no,unknown,7,may,800,1,-1,0,unknown,no
859,40,blue-collar,married,secondary,no,563.00,yes,no,unknown,7,may,615,1,-1,0,unknown,no
860,33,services,divorced,secondary,no,392.00,yes,yes,unknown,7,may,254,1,-1,0,unknown,no
861,33,retired,married,secondary,no,165.00,no,no,unknown,7,may,111,1,-1,0,unknown,no
862,53,admin,divorced,unknown,no,236.00,yes,no,unknown,7,may,354,1,-1,0,unknown,no
